id_log,symbol,date_log,time_log,price,price_ave,increased,volume,google_trend,twitter_sent
186,LTC,07-05-2018,13:52:39,159.65791635,161.393037948571,0,1780824,70,0.0700343582120691
187,BTC,07-05-2018,14:01:44,9213.57463659,9319.54705930143,0,15179263,86,0.0951535796867122
188,DASH,07-05-2018,14:01:58,448.0,456.961933284286,0,355042,75,0.0702784241221741
189,LTC,07-05-2018,14:02:04,159.314,161.25791411,0,1833094,100,0.0297588600141954
190,BTC,07-05-2018,14:11:10,9198.46736424,9306.55943685,0,15293832,98,0.0847684547495154
191,DASH,07-05-2018,14:11:15,445.31468512,455.496532677143,0,354396,66,0.047363918026418
192,LTC,07-05-2018,14:11:21,158.4131,160.994759302857,0,1814026,77,0.0376200031780389
193,BTC,07-05-2018,14:20:34,9268.99999999,9288.78395625571,1,15512256,97,0.118412247474747
194,DASH,07-05-2018,14:20:39,450.76999942,453.745417784286,1,357086,66,0.097241461287853
195,LTC,07-05-2018,14:20:45,159.45467219,160.60054502,1,1903081,69,0.0223208051155494
196,BTC,07-05-2018,14:29:51,9307.97536317,9269.81643686143,1,15631594,97,0.119587644740084
197,DASH,07-05-2018,14:29:56,453.05465394,451.610768557143,1,356843,68,0.128455443572631
198,LTC,07-05-2018,14:30:01,160.3551,160.21035466,1,1909635,64,0.0501212329337329
199,BTC,07-05-2018,14:39:07,9324.16712326,9265.38786543143,1,15540240,89,0.13795325045325
200,DASH,07-05-2018,14:39:12,449.103165,450.255449944286,0,357197,67,0.0617203418109668
201,LTC,07-05-2018,14:39:17,160.15766686,159.952888811429,0,1892841,74,0.0335021019857668
202,BTC,07-05-2018,14:48:23,9296.3231725,9265.01581831286,0,15641543,94,0.167106750275868
203,DASH,07-05-2018,14:48:28,454.004999,450.377543354286,1,357706,65,0.148303235104016
204,LTC,07-05-2018,14:48:33,161.29999999,159.861374525714,1,1897096,68,0.0349031855825334
205,BTC,07-05-2018,14:57:38,9342.59403957,9267.13876559429,1,15574039,89,0.160779746873497
206,DASH,07-05-2018,14:57:44,454.54668334,449.606071925714,1,362183,72,0.12465967787999
207,LTC,07-05-2018,14:57:49,161.16100002,159.762598362857,0,1886550,58,0.0258934863586026
208,BTC,07-05-2018,15:06:54,9345.99062804,9266.93576559857,1,15446508,86,0.101162563131313
209,DASH,07-05-2018,15:07:00,450.46778416,450.035357497143,0,362272,68,0.10236933801689
210,LTC,07-05-2018,15:07:06,162.0,159.807493627143,1,1891121,84,0.0390562683634973
211,BTC,07-05-2018,15:16:11,9335.404,9278.87167133143,0,15414945,89,0.135831861305999
212,DASH,07-05-2018,15:16:17,455.94444773,450.684883688571,1,362721,61,0.0961043530543531
213,LTC,07-05-2018,15:16:22,162.13749999,160.022219865714,1,1889092,80,0.0787240034271284
214,BTC,07-05-2018,15:25:28,9334.0,9297.78824153857,0,15332837,83,0.11534029391661
215,DASH,07-05-2018,15:25:33,454.0,451.037424282857,0,317962,75,0.150135876623377
216,LTC,07-05-2018,15:25:38,161.93567166,160.405934151429,0,1890024,76,0.101480411723918
217,BTC,07-05-2018,15:34:45,9350.84353117,9317.35061807572,1,15256498,86,0.0711101804519358
218,DASH,07-05-2018,15:34:51,450.7497649,452.555961798571,0,317707,73,0.0463215254652755
219,LTC,07-05-2018,15:34:56,162.5,160.937991292857,1,1889763,75,0.112147934370157
220,BTC,07-05-2018,15:44:03,9351.24437568,9326.63633236286,1,15104134,81,0.097649628468594
221,DASH,07-05-2018,15:44:09,450.7497649,453.017390452857,0,316389,70,0.100737569143819
222,LTC,07-05-2018,15:44:14,162.5468,161.292419788571,1,1883050,65,0.100273465359672
223,BTC,07-05-2018,15:53:20,9369.0,9332.76035636286,1,15158082,85,0.154174912389198
224,DASH,07-05-2018,15:53:26,455.0325435,452.68812059,1,308556,76,0.105368434343434
225,LTC,07-05-2018,15:53:31,163.4563647,161.598834074286,1,1884164,89,0.128295654962322
226,BTC,07-05-2018,16:02:37,9361.80690623,9336.62853528,0,15159105,85,0.0438844843786704
227,DASH,07-05-2018,16:02:42,451.10865438,452.923349147143,0,308554,69,0.140999747474747
228,LTC,07-05-2018,16:02:48,164.30752743,161.940138808571,1,1884345,73,0.0998088447500212
229,BTC,07-05-2018,16:11:54,9397.94470835,9347.01093920857,1,15248608,85,0.105586422258297
230,DASH,07-05-2018,16:11:59,451.10865438,453.070141218571,0,313117,71,0.0762828523328523
231,LTC,07-05-2018,16:12:06,162.80740001,162.24819091,0,1925986,70,0.0419249413780664
232,BTC,07-05-2018,16:21:12,9361.63836164,9349.75563444571,0,15198605,88,0.154280841441168
233,DASH,07-05-2018,16:21:17,455.88404103,452.578994224286,1,311982,66,0.0681126232563733
234,LTC,07-05-2018,16:21:23,163.09999999,162.697694825714,1,1978069,63,0.0508615118309721
235,BTC,07-05-2018,16:30:28,9368.6391,9357.17764591857,1,15446527,94,0.0777246900826446
236,DASH,07-05-2018,16:30:34,455.88403728,452.670547112857,0,312815,70,0.185652783790284
237,LTC,07-05-2018,16:30:39,162.01710001,162.813037684286,0,1971066,67,0.0744535427807487
238,BTC,07-05-2018,16:39:46,9363.0,9360.92541186714,0,15496122,93,0.0612416070324234
239,DASH,07-05-2018,16:39:51,455.88403713,452.661917584286,0,313652,70,0.148874951899952
240,LTC,07-05-2018,16:39:57,162.74901366,162.950537684286,1,1967926,72,0.127918069584736
241,BTC,07-05-2018,16:49:02,9349.8408,9365.87385472428,0,15419283,91,0.146271449159707
242,DASH,07-05-2018,16:49:06,455.88403713,452.931065767143,0,313301,67,0.124804190716691
243,LTC,07-05-2018,16:49:11,163.0379589,162.962170305714,1,1966261,72,0.122053345959596
244,BTC,07-05-2018,16:58:17,9355.14031534,9367.61049312857,1,15471150,97,0.154292821926751
245,DASH,07-05-2018,16:58:22,451.12453806,453.664533228571,0,312659,76,0.080548125948126
246,LTC,07-05-2018,16:58:28,163.25036697,162.997743685714,1,1960943,89,0.119667843204775
247,BTC,07-05-2018,17:07:33,9369.00249956,9367.40998231714,1,15456297,98,0.090203237191189
248,DASH,07-05-2018,17:07:46,455.01810367,454.39800069,1,312660,75,0.123006733353201
249,LTC,07-05-2018,17:07:51,164.247,163.067909242857,1,1937218,83,0.0995359848484848
250,BTC,07-05-2018,17:16:57,9395.0,9365.43002736571,1,15455403,97,0.105631584663843
251,DASH,07-05-2018,17:17:03,457.0,453.839714198571,1,327711,73,0.0840773448773449
252,LTC,07-05-2018,17:17:08,164.46600001,163.038480995714,1,1895992,68,0.0819840922965923
253,BTC,07-05-2018,17:26:14,9395.379,9366.45796927,1,15346841,96,0.0972484036796537
254,DASH,07-05-2018,17:26:20,457.52000001,454.398206954286,1,329907,73,0.104024350649351
255,LTC,07-05-2018,17:26:25,164.74693163,163.02983422,1,1998103,91,0.0942260436591832
256,BTC,07-05-2018,17:35:31,9367.3,9366.03729664857,0,15295960,90,0.118694524145106
257,DASH,07-05-2018,17:35:36,458.52000001,455.239827757143,1,331278,73,0.0974418831168831
258,LTC,07-05-2018,17:35:41,164.58528918,163.266777077143,0,1999308,73,0.0824075247245979
259,BTC,07-05-2018,17:44:46,9352.0,9370.85738784286,0,15395203,90,0.103015755379886
260,DASH,07-05-2018,17:44:51,455.62746143,455.473536182857,0,331411,76,0.148951978114478
261,LTC,07-05-2018,17:44:56,163.66326556,163.502053025714,0,1938685,73,0.0801241983325317
262,BTC,07-05-2018,17:54:02,9353.0,9370.66608784286,1,15401831,93,0.105147752780329
263,DASH,07-05-2018,17:54:08,458.2,455.850102287143,1,331428,79,0.0989929954304954
264,LTC,07-05-2018,17:54:13,163.66326556,163.868937192857,0,1938788,60,0.0747149746170831
265,BTC,07-05-2018,18:03:19,9374.0,9369.09465927143,1,15417471,87,0.0327817044693927
266,DASH,07-05-2018,18:03:24,458.27402251,455.813448615714,1,331702,100,0.111163698782942
267,LTC,07-05-2018,18:03:30,164.17564172,163.999544607143,1,1937393,72,0.0583505569633618
268,BTC,07-05-2018,18:12:36,9382.36459795,9369.54597355714,1,15414206,88,0.0984150505050505
269,DASH,07-05-2018,18:12:42,461.0,456.144300454286,1,331906,73,0.0484698106126678
270,LTC,07-05-2018,18:12:48,164.49599063,164.08887413,1,1958590,71,0.0348295454545455
271,BTC,07-05-2018,18:21:53,9383.38572616,9372.24021422286,1,15438854,95,0.122352038239538
272,DASH,07-05-2018,18:21:59,459.98000002,457.165655375714,0,332455,76,0.0676401214526214
273,LTC,07-05-2018,18:22:04,163.49250001,164.221056237143,0,1953629,67,0.0523266143578644
274,BTC,07-05-2018,18:31:10,9365.44825242,9374.14908542143,0,15533928,91,0.0148739509759247
275,DASH,07-05-2018,18:31:15,459.98000002,458.020211994286,0,335988,72,0.0869113609967268
276,LTC,07-05-2018,18:31:21,164.7895,164.256626327143,1,1952949,64,0.0515006684491979
277,BTC,07-05-2018,18:40:26,9392.95072653,9372.48990344429,1,15543965,92,0.0370018297853349
278,DASH,07-05-2018,18:40:31,459.13806464,458.445926282857,0,334812,73,0.0734623166185666
279,LTC,07-05-2018,18:40:35,164.809,164.117554898571,1,1952775,75,0.0512981875719217
280,BTC,07-05-2018,18:49:41,9377.0,9368.21408236143,0,15538734,88,0.106057798158314
281,DASH,07-05-2018,18:49:46,459.13806464,458.797354855714,0,326876,81,0.0689708784271284
282,LTC,07-05-2018,18:49:52,164.78899999,164.123636094286,0,1949634,68,0.0719326073232323
283,BTC,07-05-2018,18:58:58,9380.0,9371.87847186571,1,15531513,92,0.145649848236055
284,DASH,07-05-2018,18:59:04,459.13806464,458.885649802857,0,312064,69,0.0202498211586222
285,LTC,07-05-2018,18:59:09,164.67569994,164.155594782857,0,1940304,72,0.0900816498316498
286,BTC,07-05-2018,19:08:15,9387.25281693,9375.44990043714,1,15577894,87,0.151725104346072
287,DASH,07-05-2018,19:08:20,459.13806482,459.387164547143,1,312064,69,0.0568829529056802
288,LTC,07-05-2018,19:08:25,163.79843378,164.316413987143,0,1938772,67,0.0987670778295778
